Time,Amplitude
0.0,0.2
0.001,0.19984211458893175
0.002,0.19936879735873178
0.003,0.1985810644998528
0.004,0.19748060693655473
0.005,0.1960697862443109
0.006,0.1943516289484557
0.007,0.19232981921830794
0.008,0.19000868997501175
0.009000000000000001,0.18739321243529483
0.01,0.18448898411724945
0.011,0.18130221533807778
0.012,0.17783971423750705
0.013000000000000001,0.17410887036425796
0.014,0.1701176368665322
0.015,0.1658745113309663
0.016,0.16138851531786755
0.017,0.1566691726437952
0.018000000000000002,0.15172648646567055
0.019,0.14657091522358123
0.02,0.14121334750228604
0.021,0.1356650758741127
0.022,0.12993776978847243
0.023,0.12404344757558046
0.024,0.11799444763416783
0.025,0.1118033988749895
0.026000000000000002,0.10548319049377321
0.027,0.09904694114890783
0.028,0.09250796762063318
0.029,0.08587975302976637
0.03,0.07917591469507251
0.031,0.07241017170926382
0.032,0.06559631231428704
0.033,0.05874816115702812
0.034,0.05187954650683184
0.035,0.045004267516296485
0.036000000000000004,0.03813606160666094
0.037,0.03128857205875429
0.038,0.024475315889928108
0.039,0.017709652096638703
0.04,0.011004750341392387
0.041,0.004373560161617378
0.042,-0.0021712192233214953
0.043000000000000003,-0.008617168432285556
0.044,-0.0149521766967486
0.045,-0.021164469818361717
0.046,-0.027242637240736167
0.047,-0.03317565816874843
0.048,-0.03895292667109313
0.049,-0.04456427570440367
0.05,-0.049999999999999996
0.051000000000000004,-0.05525087775721656
0.052000000000000005,-0.06030819109029388
0.053,-0.06516374517898198
0.054,-0.0698098860762941
0.055,-0.07423951713025266
0.056,-0.07844611397998605
0.057,-0.08242373809014479
0.058,-0.08616704879130957
0.059000000000000004,-0.08967131379784624
0.06,-0.09293241817851643
0.061,-0.09594687175906794
0.062,-0.09871181493999472
0.063,-0.10122502291666527
0.064,-0.10348490829305486
0.065,-0.10549052208437913
0.066,-0.10724155310799487
0.067,-0.1087383257660059
0.068,-0.1099817962270724
0.069,-0.11097354701896281
0.07,-0.1117157800473976
0.07100000000000001,-0.11221130806070505
0.07200000000000001,-0.11246354458372693
0.073,-0.11247649234827323
0.074,-0.1122547302512118
0.075,-0.1118033988749895
0.076,-0.11112818460900102
0.077,-0.1102353024137433
0.078,-0.10913147727310865
0.079,-0.10782392438346872
0.08,-0.10632032813137623
0.081,-0.10462881991475512
0.082,-0.10275795486535205
0.083,-0.10071668753297983
0.084,-0.09851434659468392
0.085,-0.0961606086544069
0.08600000000000001,-0.09366547120099891
0.08700000000000001,-0.09103922479452539
0.088,-0.08829242455274955
0.089,-0.08543586101140593
0.09,-0.08248053043344145
0.091,-0.07943760464375949
0.092,-0.07631840046717676
0.093,-0.07313434884827398
0.094,-0.06989696373259328
0.095,-0.06661781078920985
0.096,-0.06330847605507005
0.097,-0.059980534581656406
0.098,-0.05664551916449688
0.099,-0.05331488923579382
0.1,-0.05000000000000002
0.101,-0.04671207189151765
0.10200000000000001,-0.043462160432847924
0.10300000000000001,-0.040261126570465954
0.10400000000000001,-0.03711960756445434
0.105,-0.03404798850648674
0.106,-0.031056374539127726
0.107,-0.02815456384760367
0.108,-0.02535202149320394
0.109,-0.022657854155306537
0.11,-0.02008078584668402
0.111,-0.01762913466424261
0.112,-0.015310790634690916
0.113,-0.01313319471182156
0.114,-0.011103318979139382
0.115,-0.009227648108476746
0.116,-0.007512162122020605
0.117,-0.005962320501837662
0.11800000000000001,-0.0045830476875331205
0.11900000000000001,-0.003378719999127089
0.12,-0.0023531540185846717
0.121,-0.0015095964597053313
0.122,-0.0008507155522700094
0.123,-0.00037859396247172383
0.124,-9.472326772824724e-05
0.125,0.0
0.126,-9.472326772824724e-05
0.127,-0.00037859396247172383
0.128,-0.0008507155522700094
0.129,-0.0015095964597053313
0.13,-0.0023531540185846855
0.131,-0.0033787199991271027
0.132,-0.004583047687533134
0.133,-0.005962320501837676
0.134,-0.007512162122020605
0.135,-0.00922764810847676
0.136,-0.01110331897913941
0.137,-0.013133194711821575
0.138,-0.015310790634690902
0.139,-0.017629134664242638
0.14,-0.02008078584668402
0.14100000000000001,-0.022657854155306564
0.14200000000000002,-0.02535202149320398
0.14300000000000002,-0.02815456384760369
0.14400000000000002,-0.031056374539127747
0.145,-0.03404798850648666
0.146,-0.03711960756445431
0.147,-0.040261126570465926
0.148,-0.04346216043284789
0.149,-0.04671207189151764
0.15,-0.04999999999999998
0.151,-0.053314889235793805
0.152,-0.056645519164496866
0.153,-0.05998053458165638
0.154,-0.06330847605507002
0.155,-0.06661781078920984
0.156,-0.06989696373259326
0.157,-0.07313434884827395
0.158,-0.07631840046717672
0.159,-0.07943760464375944
0.16,-0.08248053043344146
0.161,-0.08543586101140585
0.162,-0.08829242455274947
0.163,-0.09103922479452542
0.164,-0.09366547120099893
0.165,-0.09616060865440697
0.166,-0.09851434659468389
0.167,-0.1007166875329798
0.168,-0.10275795486535208
0.169,-0.10462881991475514
0.17,-0.10632032813137626
0.171,-0.10782392438346872
0.17200000000000001,-0.10913147727310867
0.17300000000000001,-0.1102353024137433
0.17400000000000002,-0.11112818460900102
0.17500000000000002,-0.11180339887498948
0.176,-0.11225473025121178
0.177,-0.11247649234827323
0.178,-0.11246354458372693
0.179,-0.11221130806070505
0.18,-0.11171578004739761
0.181,-0.11097354701896284
0.182,-0.10998179622707242
0.183,-0.1087383257660059
0.184,-0.10724155310799487
0.185,-0.10549052208437912
0.186,-0.1034849082930549
0.187,-0.10122502291666528
0.188,-0.09871181493999474
0.189,-0.09594687175906794
0.19,-0.09293241817851652
0.191,-0.08967131379784626
0.192,-0.08616704879130957
0.193,-0.08242373809014478
0.194,-0.07844611397998602
0.195,-0.07423951713025276
0.196,-0.06980988607629413
0.197,-0.06516374517898199
0.198,-0.06030819109029378
0.199,-0.05525087775721647
0.2,-0.050000000000000044
0.201,-0.04456427570440368
0.202,-0.03895292667109309
0.203,-0.03317565816874832
0.20400000000000001,-0.027242637240736237
0.20500000000000002,-0.021164469818361717
0.20600000000000002,-0.014952176696748622
0.20700000000000002,-0.008617168432285438
0.20800000000000002,-0.0021712192233213287
0.209,0.004373560161617371
0.21,0.0110047503413922
0.211,0.017709652096638558
0.212,0.02447531588992801
0.213,0.03128857205875425
0.214,0.038136061606661
0.215,0.04500426751629635
0.216,0.05187954650683175
0.217,0.05874816115702809
0.218,0.06559631231428707
0.219,0.07241017170926364
0.22,0.07917591469507237
0.221,0.08587975302976633
0.222,0.09250796762063317
0.223,0.09904694114890787
0.224,0.10548319049377312
0.225,0.11180339887498944
0.226,0.11799444763416782
0.227,0.1240434475755805
0.228,0.12993776978847252
0.229,0.13566507587411264
0.23,0.14121334750228604
0.231,0.14657091522358123
0.232,0.15172648646567063
0.233,0.15666917264379515
0.234,0.16138851531786752
0.23500000000000001,0.1658745113309663
0.23600000000000002,0.17011763686653225
0.23700000000000002,0.17410887036425807
0.23800000000000002,0.17783971423750705
0.23900000000000002,0.18130221533807778
0.24,0.1844889841172494
0.241,0.18739321243529478
0.242,0.19000868997501172
0.243,0.19232981921830794
0.244,0.19435162894845565
0.245,0.19606978624431087
0.246,0.19748060693655473
0.247,0.1985810644998528
0.248,0.19936879735873175
0.249,0.19984211458893175
0.25,0.2
0.251,0.19984211458893175
0.252,0.19936879735873178
0.253,0.19858106449985283
0.254,0.19748060693655473
0.255,0.19606978624431093
0.256,0.1943516289484557
0.257,0.192329819218308
0.258,0.19000868997501175
0.259,0.18739321243529483
0.26,0.18448898411724945
0.261,0.18130221533807775
0.262,0.1778397142375071
0.263,0.17410887036425798
0.264,0.1701176368665322
0.265,0.16587451133096626
0.266,0.16138851531786746
0.267,0.15666917264379526
0.268,0.15172648646567055
0.269,0.14657091522358118
0.27,0.14121334750228592
0.271,0.13566507587411275
0.272,0.1299377697884724
0.273,0.1240434475755804
0.274,0.11799444763416772
0.275,0.11180339887498934
0.276,0.10548319049377325
0.277,0.09904694114890777
0.278,0.09250796762063307
0.279,0.08587975302976623
0.28,0.07917591469507229
0.281,0.07241017170926377
0.28200000000000003,0.06559631231428695
0.28300000000000003,0.058748161157027974
0.28400000000000003,0.05187954650683163
0.28500000000000003,0.04500426751629649
0.28600000000000003,0.03813606160666089
0.28700000000000003,0.03128857205875414
0.28800000000000003,0.024475315889927893
0.289,0.01770965209663892
0.29,0.01100475034139256
0.291,0.00437356016161751
0.292,-0.002171219223321204
0.293,-0.00861716843228532
0.294,-0.014952176696748497
0.295,-0.021164469818361592
0.296,-0.027242637240736105
0.297,-0.03317565816874821
0.298,-0.03895292667109299
0.299,-0.044564275704403564
0.3,-0.04999999999999994
0.301,-0.05525087775721636
0.302,-0.0603081910902937
0.303,-0.06516374517898188
0.304,-0.06980988607629406
0.305,-0.07423951713025266
0.306,-0.07844611397998595
0.307,-0.0824237380901447
0.308,-0.0861670487913095
0.309,-0.08967131379784621
0.31,-0.09293241817851647
0.311,-0.09594687175906788
0.312,-0.0987118149399947
0.313,-0.10122502291666524
0.314,-0.10348490829305486
0.315,-0.10549052208437908
0.316,-0.10724155310799482
0.317,-0.10873832576600588
0.318,-0.1099817962270724
0.319,-0.1109735470189628
0.32,-0.11171578004739763
0.321,-0.11221130806070505
0.322,-0.11246354458372693
0.323,-0.11247649234827324
0.324,-0.1122547302512118
0.325,-0.1118033988749895
0.326,-0.11112818460900102
0.327,-0.11023530241374327
0.328,-0.10913147727310864
0.329,-0.10782392438346869
0.33,-0.1063203281313762
0.331,-0.10462881991475506
0.332,-0.10275795486535211
0.333,-0.10071668753297984
0.334,-0.09851434659468393
