Time,Amplitude
0.0,0.2
0.001,0.19992105168444055
0.002,0.1996843089543914
0.003,0.19929007831605977
0.004,0.19873887013439318
0.005,0.19803139791569604
0.006,0.19716857730471912
0.007,0.19615152479764464
0.008,0.19498155617279433
0.009000000000000001,0.1936601846412873
0.01,0.19218911872027294
0.011,0.19057025983175688
0.012,0.18880569963042854
0.013000000000000001,0.18689771706428215
0.014,0.18484877517220408
0.015,0.1826615176230704
0.016,0.18033876500126744
0.017,0.17788351084390702
0.018000000000000002,0.17529891743536005
0.019,0.1725883113650778
0.02,0.16975517885500427
0.021,0.1668031608632123
0.022,0.16373604797071106
0.023,0.16055777505868202
0.024,0.15727241578369774
0.025,0.15388417685876266
0.026000000000000002,0.15039739214829323
0.027,0.14681651658541603
0.028,0.14314611992021659
0.029,0.13939088030781
0.03,0.13555557774533242
0.031,0.13164508736716607
0.032,0.12766437260791214
0.033,0.12361847824281269
0.034,0.11951252331549718
0.035,0.11535169396308743
0.036000000000000004,0.11114123614884257
0.037,0.10688644831265401
0.038,0.10259267394981827
0.039,0.09826529412861683
0.04,0.09390971995731769
0.041,0.08953138501128632
0.042,0.08513573773094826
0.043000000000000003,0.08072823380138826
0.044,0.0763143285243949
0.045,0.0718994691937711
0.046,0.06748908748472582
0.047,0.06308859186814059
0.048,0.05870336006047028
0.049,0.054338731519985875
0.05,0.05000000000000002
0.051000000000000004,0.04569240616963597
0.052000000000000005,0.0414211303126034
0.053,0.037191285114333505
0.054,0.03300790854769913
0.055,0.028875956867407432
0.056,0.024800297722994143
0.057,0.02078570340018348
0.058,0.016836844200191464
0.059000000000000004,0.012958281966356844
0.06,0.009154463767272178
0.061,0.005429715745365535
0.062,0.001788237139648069
0.063,-0.0017659055089057768
0.064,-0.005228783961137712
0.065,-0.008596613684710055
0.066,-0.011865759052681099
0.067,-0.015032738328293244
0.068,-0.01809422842891853
0.069,-0.021047069462420798
0.07,-0.023888269029517392
0.07100000000000001,-0.02661500628605637
0.07200000000000001,-0.029224635759466155
0.073,-0.03171469091398525
0.074,-0.0340828874596355
0.075,-0.03632712640026804
0.076,-0.038445496816381826
0.077,-0.04043627837879174
0.078,-0.04229794358960589
0.079,-0.044029159747359894
0.08,-0.04562879063354813
0.081,-0.04709589791818768
0.082,-0.04842974228245111
0.083,-0.049629784256805524
0.084,-0.05069568477350084
0.085,-0.051627305432655646
0.08600000000000001,-0.05242470848159678
0.08700000000000001,-0.053088156507516346
0.088,-0.05361811184391729
0.089,-0.054015235691726046
0.09,-0.054280386956355856
0.091,-0.05441462080240917
0.092,-0.05441918692810817
0.093,-0.05429552756194096
0.094,-0.05404527518440694
0.095,-0.053670249978134146
0.096,-0.05317245701002938
0.097,-0.05255408314950088
0.098,-0.05181749372717052
0.099,-0.05096522893886033
0.1,-0.05000000000000001
0.101,-0.0489246850559584
0.10200000000000001,-0.047742324854147186
0.10300000000000001,-0.04645611818408485
0.10400000000000001,-0.04506941709193883
0.105,-0.0435857218763834
0.106,-0.0420086758729232
0.107,-0.040342060034131974
0.108,-0.03858978731354643
0.109,-0.03675589686123494
0.11,-0.03484454803932724
0.111,-0.0328600142660485
0.112,-0.03080667669704488
0.113,-0.02868901775301763
0.114,-0.026511614502902486
0.115,-0.024279131912037358
0.116,-0.02199631596495054
0.117,-0.019667986672582006
0.11800000000000001,-0.017299030973915358
0.11900000000000001,-0.014894395542144785
0.12,-0.01245907950564111
0.121,-0.009998127094098802
0.122,-0.007516620220354724
0.123,-0.0050196710084595125
0.124,-0.002512414278658227
0.125,-1.2246467991473531e-17
0.126,0.002512414278658202
0.127,0.005019671008459488
0.128,0.0075166202203547
0.129,0.009998127094098778
0.13,0.012459079505641088
0.131,0.014894395542144855
0.132,0.0172990309739154
0.133,0.019667986672581964
0.134,0.021996315964950497
0.135,0.024279131912037386
0.136,0.02651161450290244
0.137,0.028689017753017586
0.138,0.030806676697044934
0.139,0.032860014266048454
0.14,0.0348445480393272
0.14100000000000001,0.03675589686123497
0.14200000000000002,0.03858978731354647
0.14300000000000002,0.040342060034131946
0.14400000000000002,0.0420086758729232
0.145,0.043585721876383335
0.146,0.04506941709193883
0.147,0.04645611818408488
0.148,0.04774232485414714
0.149,0.04892468505595839
0.15,0.05
0.151,0.0509652289388603
0.152,0.05181749372717051
0.153,0.05255408314950088
0.154,0.05317245701002935
0.155,0.053670249978134146
0.156,0.05404527518440693
0.157,0.05429552756194097
0.158,0.054419186928108154
0.159,0.054414620802409164
0.16,0.05428038695635585
0.161,0.054015235691726074
0.162,0.05361811184391733
0.163,0.05308815650751635
0.164,0.05242470848159676
0.165,0.05162730543265562
0.166,0.05069568477350085
0.167,0.04962978425680553
0.168,0.048429742282451095
0.169,0.04709589791818766
0.17,0.045628790633548105
0.171,0.0440291597473599
0.17200000000000001,0.042297943589605876
0.17300000000000001,0.04043627837879173
0.17400000000000002,0.03844549681638182
0.17500000000000002,0.036327126400268035
0.176,0.0340828874596356
0.177,0.03171469091398531
0.178,0.029224635759466155
0.179,0.026615006286056384
0.18,0.023888269029517406
0.181,0.021047069462420825
0.182,0.018094228428918585
0.183,0.015032738328293258
0.184,0.011865759052681099
0.185,0.008596613684710083
0.186,0.005228783961137767
0.187,0.0017659055089057907
0.188,-0.0017882371396479996
0.189,-0.005429715745365521
0.19,-0.009154463767272164
0.191,-0.012958281966356795
0.192,-0.016836844200191436
